Genre,Article Name,Model,sentiment_shift,keyword_overlap,similarity,framing_label,article_keywords,summary_keywords,missing_important_topics
Health,"New study reveals coffee’s positive gut impacts, even without caffeine",Grok,0.0427,0.2,0.944,Major shift,benefits coffee | effects coffee | caffeinated coffee | drinking caffeinated | coffee caffeinated | caffeine content | caffeine food | caffeinated decaffeinated | drinking coffee | caffeine,consumption caffeinated | caffeinated coffee | mood caffeinated | caffeinated decaffeinated | coffee consumption | coffee improved | coffee research | decaf caffeinated | gut health | caffeinated,benefits coffee | caffeine | caffeine content | caffeine food | coffee caffeinated | drinking caffeinated | drinking coffee | effects coffee
Health,CDC blocks publication of report showing COVID vaccine efficacy,GPT,-1.8582,0.3,0.7942,Major shift,published cdc | cdc officials | vaccine published | cdc official | prevention cdc | oversees cdc | vaccine effectiveness | news cdc | cdc confirmed | supporting vaccine,cdc officials | prevention cdc | efficacy cdc | vaccine policies | cdc halted | cdc official | cdc director | release cdc | acting cdc | vaccine efficacy,cdc confirmed | news cdc | oversees cdc | published cdc | supporting vaccine | vaccine effectiveness | vaccine published
Health,CDC blocks publication of report showing COVID vaccine efficacy,Gemini,-1.7686,0.2,0.8328,Major shift,published cdc | cdc officials | vaccine published | cdc official | prevention cdc | oversees cdc | vaccine effectiveness | news cdc | cdc confirmed | supporting vaccine,vaccine policy | cdc officials | vaccine policies | unprecedented cdc | methodology vaccine | vaccine reduced | cdc reportedly | vaccine effectiveness | vaccine | downplay vaccine,cdc confirmed | cdc official | news cdc | oversees cdc | prevention cdc | published cdc | supporting vaccine | vaccine published
Health,CDC blocks publication of report showing COVID vaccine efficacy,Grok,-1.8806,0.2,0.7714,Major shift,published cdc | cdc officials | vaccine published | cdc official | prevention cdc | oversees cdc | vaccine effectiveness | news cdc | cdc confirmed | supporting vaccine,vaccine policies | vaccine study | cdc director | kennedy vaccine | cdc official | summary cdc | vaccine effectiveness | current vaccine | vaccine recommendations | acting cdc,cdc confirmed | cdc officials | news cdc | oversees cdc | prevention cdc | published cdc | supporting vaccine | vaccine published
Health,Why the key to losing weight may be enjoying your food,GPT,-0.0233,0.1,0.7153,Major shift,shape appetite | stimulates appetite | eating indulgent | satisfied hungry | hunger satiation | appetite | eating habits | eating healthy | guilt eating | pleasure eating,food hunger | increase hunger | hunger satiation | affects hunger | foods rewarding | perceive food | weight enjoying | diet | losing weight | hunger hormone,appetite | eating habits | eating healthy | eating indulgent | guilt eating | pleasure eating | satisfied hungry | shape appetite | stimulates appetite
Health,Why the key to losing weight may be enjoying your food,Gemini,-0.3769,0.1,0.688,Major shift,shape appetite | stimulates appetite | eating indulgent | satisfied hungry | hunger satiation | appetite | eating habits | eating healthy | guilt eating | pleasure eating,eating guilt | pleasure eating | dietary restraint | responses hunger | increased hunger | expectations food | hunger | subsequent eating | hunger satiety | eat research,appetite | eating habits | eating healthy | eating indulgent | guilt eating | hunger satiation | satisfied hungry | shape appetite | stimulates appetite
Health,Why the key to losing weight may be enjoying your food,Grok,-0.0188,0.1,0.7306,Major shift,shape appetite | stimulates appetite | eating indulgent | satisfied hungry | hunger satiation | appetite | eating habits | eating healthy | guilt eating | pleasure eating,compensatory eating | pleasure eating | mindset food | losing weight | natural hunger | dieting | approach dieting | eating instead | eating | mindset indulgence,appetite | eating habits | eating healthy | eating indulgent | guilt eating | hunger satiation | satisfied hungry | shape appetite | stimulates appetite
Health,Can you trust AI for health advice?,GPT,-0.7274,0.5,0.8391,Major shift,ai health | health information | answers health | diagnosis ai | answers ai | trust ai | ai information | information ai | seeking health | ai safely,ai health | ai medical | health information | ai safely | trust ai | use ai | seeking health | medical guidance | relying ai | health advice,ai information | answers ai | answers health | diagnosis ai | information ai
Health,Can you trust AI for health advice?,Gemini,-0.0809,0.1,0.8126,Major shift,ai health | health information | answers health | diagnosis ai | answers ai | trust ai | ai information | information ai | seeking health | ai safely,health information | diagnose illnesses | ai chatbots | use ai | provide ai | health advice | personal medical | defining medical | healthcare professionals | assistant healthcare,ai health | ai information | ai safely | answers ai | answers health | diagnosis ai | information ai | seeking health | trust ai
Health,Can you trust AI for health advice?,Grok,-0.0634,0.3,0.8273,Major shift,ai health | health information | answers health | diagnosis ai | answers ai | trust ai | ai information | information ai | seeking health | ai safely,ai health | reliable medical | clinic experts | trusted medical | ai chatbots | health information | health advice | trust ai | medical use | using ai,ai information | ai safely | answers ai | answers health | diagnosis ai | information ai | seeking health
Health,A new source of social anxiety for high school seniors: The rise of incoming class Instagram pages,GPT,-0.0906,0.1,0.7323,Major shift,college friends | finding friends | college social | friends classmates | college classmates | instagram student | campus instagram | friends campus | looking friends | college freshmen,college freshmen | college engaging | freshmen creating | instagram | campus pages | instagram pages | students post | endorsed colleges | freshmen | campus,campus instagram | college classmates | college friends | college social | finding friends | friends campus | friends classmates | instagram student | looking friends
Health,A new source of social anxiety for high school seniors: The rise of incoming class Instagram pages,Gemini,-0.1978,0.0,0.6923,Major shift,college friends | finding friends | college social | friends classmates | college classmates | instagram student | campus instagram | friends campus | looking friends | college freshmen,class instagram | instagram pages | instagram | clubs freshman | authentic friendships | meeting people | friendships | social anxiety | friendships forged | social,campus instagram | college classmates | college freshmen | college friends | college social | finding friends | friends campus | friends classmates | instagram student | looking friends
Health,A new source of social anxiety for high school seniors: The rise of incoming class Instagram pages,Grok,-0.0313,0.0,0.7288,Major shift,college friends | finding friends | college social | friends classmates | college classmates | instagram student | campus instagram | friends campus | looking friends | college freshmen,instagram class | join instagram | instagram accounts | instagram | concludes instagram | dartmouth freshman | college students | loneliness summer | freshman mary | freshman,campus instagram | college classmates | college freshmen | college friends | college social | finding friends | friends campus | friends classmates | instagram student | looking friends
Health,Can stress affect sperm? What men should know about fertility,GPT,0.0533,0.4,0.8158,Slight shift,stress fertility | men fertility | fertility struggles | fertility problems | fertility concerns | facing fertility | sperm problems | fertility issue | seek fertility | sperm health,sperm health | improve fertility | improving fertility | impact fertility | male fertility | seek fertility | fertility problems | facing fertility | poorer sperm | fertility,fertility concerns | fertility issue | fertility struggles | men fertility | sperm problems | stress fertility
Health,Can stress affect sperm? What men should know about fertility,Gemini,0.2161,0.1,0.8527,Major shift,stress fertility | men fertility | fertility struggles | fertility problems | fertility concerns | facing fertility | sperm problems | fertility issue | seek fertility | sperm health,improve sperm | sperm health | damaging sperm | male fertility | sperm production | fertility challenges | fertility | fertility consider | sperm | sperm month,facing fertility | fertility concerns | fertility issue | fertility problems | fertility struggles | men fertility | seek fertility | sperm problems | stress fertility
Health,Can stress affect sperm? What men should know about fertility,Grok,0.1813,0.0,0.8706,Major shift,stress fertility | men fertility | fertility struggles | fertility problems | fertility concerns | facing fertility | sperm problems | fertility issue | seek fertility | sperm health,male fertility | harm sperm | impair sperm | sperm quality | treat fertility | sperm takes | fertility | sperm production | stresses male | fertility important,facing fertility | fertility concerns | fertility issue | fertility problems | fertility struggles | men fertility | seek fertility | sperm health | sperm problems | stress fertility
Health,AI's a suck up. Research shows how it flatters and suggests we're not to blame,GPT,-1.4944,0.0,0.6276,Major shift,ai relationship | affirming ai | ai writing | ai self | explains ai | use ai | versus ai | ai adoption | admit ai | using ai,ai affirms | ai sensitive | community ai | affirmations users | eschewing ai | ai frequently | systems affirming | tendency ai | affirms users | ai,admit ai | affirming ai | ai adoption | ai relationship | ai self | ai writing | explains ai | use ai | using ai | versus ai
Health,AI's a suck up. Research shows how it flatters and suggests we're not to blame,Gemini,-0.4074,0.1,0.7113,Major shift,ai relationship | affirming ai | ai writing | ai self | explains ai | use ai | versus ai | ai adoption | admit ai | using ai,affirming ai | ai people | evaluate ai | relying ai | ai | self criticism | ai fine | ai complex | interacting affirming | reveals ai,admit ai | ai adoption | ai relationship | ai self | ai writing | explains ai | use ai | using ai | versus ai
Health,AI's a suck up. Research shows how it flatters and suggests we're not to blame,Grok,-1.5416,0.2,0.6654,Major shift,ai relationship | affirming ai | ai writing | ai self | explains ai | use ai | versus ai | ai adoption | admit ai | using ai,affirming ai | ai responses | ai people | warn ai | ai affirmed | ai | analyzing ai | ai significantly | ai creating | using ai,admit ai | ai adoption | ai relationship | ai self | ai writing | explains ai | use ai | versus ai
Health,The blue light from your phone isn't ruining your sleep,GPT,-0.0253,0.1,0.8479,Major shift,sleep blue | sleep lighting | sleep disrupting | blue light | light circadian | ruining sleep | sleep research | night blue | candles sleep | influence sleep,disrupts melatonin | sleep improvements | improving sleep | disrupts sleep | blue light | improve sleep | affects sleep | daytime light | sleep provides | melatonin,candles sleep | influence sleep | light circadian | night blue | ruining sleep | sleep blue | sleep disrupting | sleep lighting | sleep research
Health,The blue light from your phone isn't ruining your sleep,Gemini,-1.2146,0.1,0.8335,Major shift,sleep blue | sleep lighting | sleep disrupting | blue light | light circadian | ruining sleep | sleep research | night blue | candles sleep | influence sleep,optimal sleep | circadian | natural daylight | blue light | ruins sleep | body circadian | light phones | circadian rhythm | daylight | sleep key,candles sleep | influence sleep | light circadian | night blue | ruining sleep | sleep blue | sleep disrupting | sleep lighting | sleep research
Health,The blue light from your phone isn't ruining your sleep,Grok,-0.0704,0.1,0.8934,Major shift,sleep blue | sleep lighting | sleep disrupting | blue light | light circadian | ruining sleep | sleep research | night blue | candles sleep | influence sleep,sleep circadian | blue light | melatonin circadian | disrupt melatonin | morning light | circadian experts | circadian | melatonin | sleep times | screen blue,candles sleep | influence sleep | light circadian | night blue | ruining sleep | sleep blue | sleep disrupting | sleep lighting | sleep research
Health,"After a year of turmoil, cancer researchers see promising signs for mRNA vaccines",GPT,0.7081,0.0,0.4289,Major shift,pancreatic cancer | tumor pancreas | pancreatic tumors | unfounded cancer | patients cancer | pancreatic | patient tumor | cancers long | cancer patients | cancer gotten,mrna vaccine | mrna vaccines | vaccines researchers | vaccines oncology | personalize vaccines | based vaccine | mrna technology | vaccine research | vaccine | vaccines,cancer gotten | cancer patients | cancers long | pancreatic | pancreatic cancer | pancreatic tumors | patient tumor | patients cancer | tumor pancreas | unfounded cancer
Health,"After a year of turmoil, cancer researchers see promising signs for mRNA vaccines",Gemini,0.2478,0.0,0.5168,Major shift,pancreatic cancer | tumor pancreas | pancreatic tumors | unfounded cancer | patients cancer | pancreatic | patient tumor | cancers long | cancer patients | cancer gotten,mrna vaccine | mrna vaccines | vaccine clinical | vaccine technology | vaccines effectively | vaccine | personalized mrna | covid vaccines | vaccines | revolutionize cancer,cancer gotten | cancer patients | cancers long | pancreatic | pancreatic cancer | pancreatic tumors | patient tumor | patients cancer | tumor pancreas | unfounded cancer
Health,"After a year of turmoil, cancer researchers see promising signs for mRNA vaccines",Grok,0.4887,0.0,0.4442,Major shift,pancreatic cancer | tumor pancreas | pancreatic tumors | unfounded cancer | patients cancer | pancreatic | patient tumor | cancers long | cancer patients | cancer gotten,mrna vaccine | cancer vaccine | mrna cancer | vaccine melanoma | vaccine research | vaccine controversies | vaccine developed | controversies mrna | personalized mrna | vaccine,cancer gotten | cancer patients | cancers long | pancreatic | pancreatic cancer | pancreatic tumors | patient tumor | patients cancer | tumor pancreas | unfounded cancer
Health,"Senators grill RFK Jr. on vaccines, drug prices and more at hearing",GPT,-0.9249,0.0,0.8295,Major shift,hearings kennedy | administration kennedy | question kennedy | vaccines kennedy | questions kennedy | kennedy senate | vaccine kennedy | kennedy said | kennedy progress | asked kennedy,kennedy initiatives | challenges kennedy | kennedy emphasized | kennedy testified | drugs republicans | nutrition democratic | kennedy | kennedy jr | commended kennedy | expenditures kennedy,administration kennedy | asked kennedy | hearings kennedy | kennedy progress | kennedy said | kennedy senate | question kennedy | questions kennedy | vaccine kennedy | vaccines kennedy
Health,"Senators grill RFK Jr. on vaccines, drug prices and more at hearing",Gemini,-0.2059,0.0,0.8647,Major shift,hearings kennedy | administration kennedy | question kennedy | vaccines kennedy | questions kennedy | kennedy senate | vaccine kennedy | kennedy said | kennedy progress | asked kennedy,campaigns kennedy | kennedy jr | kennedy | robert kennedy | health secretary | measles vaccine | effectiveness trumprx | trumprx drug | kennedy defended | nutrition democratic,administration kennedy | asked kennedy | hearings kennedy | kennedy progress | kennedy said | kennedy senate | question kennedy | questions kennedy | vaccine kennedy | vaccines kennedy
Health,"Senators grill RFK Jr. on vaccines, drug prices and more at hearing",Grok,-0.3971,0.0,0.8086,Major shift,hearings kennedy | administration kennedy | question kennedy | vaccines kennedy | questions kennedy | kennedy senate | vaccine kennedy | kennedy said | kennedy progress | asked kennedy,diseases kennedy | vote kennedy | kennedy jr | kennedy | robert kennedy | kennedy respecting | kennedy defended | measles vaccine | sen cassidy | decisions democrats,administration kennedy | asked kennedy | hearings kennedy | kennedy progress | kennedy said | kennedy senate | question kennedy | questions kennedy | vaccine kennedy | vaccines kennedy
Health,"RSV is still spreading, prompting states to extend the immunization period",GPT,-0.2377,0.0,0.899,Major shift,immunizations rsv | rsv immunizations | rsv immunization | hospitalized rsv | rsv disease | seasons immunizations | toddlers rsv | rsv circulating | rsv season | month immunization,immunizations april | timely immunization | advocate immunizations | virus rsv | immunizations | immunization availability | rsv dangerous | syncytial virus | antibody immunizations | immunization period,hospitalized rsv | immunizations rsv | month immunization | rsv circulating | rsv disease | rsv immunization | rsv immunizations | rsv season | seasons immunizations | toddlers rsv
Health,"RSV is still spreading, prompting states to extend the immunization period",Gemini,-1.2573,0.1,0.9038,Major shift,immunizations rsv | rsv immunizations | rsv immunization | hospitalized rsv | rsv disease | seasons immunizations | toddlers rsv | rsv circulating | rsv season | month immunization,winter immunizations | immunization period | syncytial virus | rsv illness | immunizations typically | virus rsv | immunizations | rsv season | severe rsv | extended immunization,hospitalized rsv | immunizations rsv | month immunization | rsv circulating | rsv disease | rsv immunization | rsv immunizations | seasons immunizations | toddlers rsv
Health,"RSV is still spreading, prompting states to extend the immunization period",Grok,-0.3066,0.2,0.8895,Major shift,immunizations rsv | rsv immunizations | rsv immunization | hospitalized rsv | rsv disease | seasons immunizations | toddlers rsv | rsv circulating | rsv season | month immunization,rsv immunization | immunization season | virus rsv | rsv circulating | antibodies eligible | syncytial virus | daily virus | immunization | antibodies | extended rsv,hospitalized rsv | immunizations rsv | month immunization | rsv disease | rsv immunizations | rsv season | seasons immunizations | toddlers rsv
Health,Trump administration reclassifies cannabis as less dangerous,GPT,0.0426,0.1,0.8784,Major shift,reclassifying marijuana | reclassify marijuana | marijuana laws | restrictions marijuana | medical marijuana | reclassified cannabis | reform marijuana | cannabis federal | enforcement cannabis | marijuana schedule,cannabis legalization | marijuana medical | reclassified cannabis | federal legalization | legalized marijuana | federally | support cannabis | legalization decision | research cannabis | reclassification seeks,cannabis federal | enforcement cannabis | marijuana laws | marijuana schedule | medical marijuana | reclassify marijuana | reclassifying marijuana | reform marijuana | restrictions marijuana
Health,Trump administration reclassifies cannabis as less dangerous,Gemini,-0.3508,0.2,0.901,Major shift,reclassifying marijuana | reclassify marijuana | marijuana laws | restrictions marijuana | medical marijuana | reclassified cannabis | reform marijuana | cannabis federal | enforcement cannabis | marijuana schedule,reclassifying marijuana | drug policy | medical marijuana | marijuana broadly | cannabis | marijuana | cannabis products | marijuana license | certain cannabis | broadly cannabis,cannabis federal | enforcement cannabis | marijuana laws | marijuana schedule | reclassified cannabis | reclassify marijuana | reform marijuana | restrictions marijuana
Health,Trump administration reclassifies cannabis as less dangerous,Grok,-0.3435,0.1,0.8399,Major shift,reclassifying marijuana | reclassify marijuana | marijuana laws | restrictions marijuana | medical marijuana | reclassified cannabis | reform marijuana | cannabis federal | enforcement cannabis | marijuana schedule,reclassifying marijuana | marijuana broadly | broadly cannabis | cannabis | cannabis products | marijuana | federal legalization | certain cannabis | cannabis remains | legalization,cannabis federal | enforcement cannabis | marijuana laws | marijuana schedule | medical marijuana | reclassified cannabis | reclassify marijuana | reform marijuana | restrictions marijuana
Health,South Carolina's measles outbreak is over. But more are brewing around the country,GPT,1.0498,0.1,0.8679,Major shift,measles outbreaks | measles outbreak | lasting measles | measles complications | measles infection | outbreak measles | measles fatal | measles vaccination | measles resurgence | recover measles,measles outbreak | vaccinated measles | measles resurging | nationwide measles | measles threatens | declining vaccination | measles | statewide outbreak | increased vaccinations | significant measles,lasting measles | measles complications | measles fatal | measles infection | measles outbreaks | measles resurgence | measles vaccination | outbreak measles | recover measles
Health,South Carolina's measles outbreak is over. But more are brewing around the country,Gemini,0.7158,0.2,0.8843,Major shift,measles outbreaks | measles outbreak | lasting measles | measles complications | measles infection | outbreak measles | measles fatal | measles vaccination | measles resurgence | recover measles,measles outbreaks | measles outbreak | measles elimination | measles highly | carolina outbreak | new measles | threatening measles | measles | largest measles | despite measles,lasting measles | measles complications | measles fatal | measles infection | measles resurgence | measles vaccination | outbreak measles | recover measles
Health,South Carolina's measles outbreak is over. But more are brewing around the country,Grok,0.0378,0.2,0.8971,Major shift,measles outbreaks | measles outbreak | lasting measles | measles complications | measles infection | outbreak measles | measles fatal | measles vaccination | measles resurgence | recover measles,measles outbreaks | measles outbreak | 20 measles | measles declared | total measles | mild measles | measles | measles caused | largest measles | schools vaccination,lasting measles | measles complications | measles fatal | measles infection | measles resurgence | measles vaccination | outbreak measles | recover measles
Health,"An Urgent Care Treated Her Allergic Reaction. An ER Monitored Her — For $6,700.",GPT,1.6335,0.1,0.6809,Major shift,silvana toska | clinic toska | toska symptoms | anaphylactic shock | discussed allergic | administered allergic | allergic reaction | experiencing anaphylactic | care anaphylactic | anaphylaxis,toska responsible | urgent care | care charges | toska experienced | care toska | toska questioned | silvana toska | medical bills | insurance | billed insurance,administered allergic | allergic reaction | anaphylactic shock | anaphylaxis | care anaphylactic | clinic toska | discussed allergic | experiencing anaphylactic | toska symptoms
Health,"An Urgent Care Treated Her Allergic Reaction. An ER Monitored Her — For $6,700.",Gemini,-0.1329,0.2,0.6862,Major shift,silvana toska | clinic toska | toska symptoms | anaphylactic shock | discussed allergic | administered allergic | allergic reaction | experiencing anaphylactic | care anaphylactic | anaphylaxis,silvana toska | recurring anaphylaxis | toska experienced | anaphylaxis despite | toska frustrated | anaphylaxis leaving | healthcare costs | anaphylaxis | toska | severe allergic,administered allergic | allergic reaction | anaphylactic shock | care anaphylactic | clinic toska | discussed allergic | experiencing anaphylactic | toska symptoms
Health,"An Urgent Care Treated Her Allergic Reaction. An ER Monitored Her — For $6,700.",Grok,1.627,0.1,0.6466,Major shift,silvana toska | clinic toska | toska symptoms | anaphylactic shock | discussed allergic | administered allergic | allergic reaction | experiencing anaphylactic | care anaphylactic | anaphylaxis,toska responsible | critical care | toska went | toska | hospital billed | urgent care | silvana toska | leaving toska | insurer | billed insurer,administered allergic | allergic reaction | anaphylactic shock | anaphylaxis | care anaphylactic | clinic toska | discussed allergic | experiencing anaphylactic | toska symptoms
Politics,Congressional Republicans are split on using taxpayer funds to build Trump's ballroom,GPT,-0.4639,0.0,0.8684,Major shift,trump ballroom | congress fund | ballroom funded | ballroom president | officials ballroom | ballroom democrats | ballroom legislation | donors trump | building ballroom | trump room,public funding | funded proposal | white house | private funding | concerns democrats | funding chance | corrupt gop | ballroom plan | funding | controversial proposal,ballroom democrats | ballroom funded | ballroom legislation | ballroom president | building ballroom | congress fund | donors trump | officials ballroom | trump ballroom | trump room
Politics,Congressional Republicans are split on using taxpayer funds to build Trump's ballroom,Gemini,-0.1281,0.0,0.833,Major shift,trump ballroom | congress fund | ballroom funded | ballroom president | officials ballroom | ballroom democrats | ballroom legislation | donors trump | building ballroom | trump room,donations democrats | private funding | taxpayer funding | taxpayer funds | public money | pass senate | funding | senate proponents | congressional republicans | congressional,ballroom democrats | ballroom funded | ballroom legislation | ballroom president | building ballroom | congress fund | donors trump | officials ballroom | trump ballroom | trump room
Politics,Congressional Republicans are split on using taxpayer funds to build Trump's ballroom,Grok,-1.654,0.0,0.8639,Major shift,trump ballroom | congress fund | ballroom funded | ballroom president | officials ballroom | ballroom democrats | ballroom legislation | donors trump | building ballroom | trump room,republicans considering | public funds | donations democrats | hotels gop | gop senators | summary congressional | secure ballroom | white house | trump vanity | congressional,ballroom democrats | ballroom funded | ballroom legislation | ballroom president | building ballroom | congress fund | donors trump | officials ballroom | trump ballroom | trump room
Politics,Judge bars certification of Virginia redistricting results; state AG promises appeal,GPT,-0.027,0.1,0.9079,Major shift,virginia referendum | redistricting referendum | virginia voters | results virginians | approved virginia | voters court | voters flagrantly | passing redistricting | state election | referendum state,ruling virginia | virginia judge | supporting redistricting | redistricting referendum | voters decision | overturn voters | elections reviewing | national redistricting | contesting election | redistricting,approved virginia | passing redistricting | referendum state | results virginians | state election | virginia referendum | virginia voters | voters court | voters flagrantly
Politics,Judge bars certification of Virginia redistricting results; state AG promises appeal,Gemini,-1.0551,0.0,0.8952,Major shift,virginia referendum | redistricting referendum | virginia voters | results virginians | approved virginia | voters court | voters flagrantly | passing redistricting | state election | referendum state,referendum virginians | redistricting map | overturn voters | virginia judge | congressional redistricting | redistricting | judge hurley | misleading ballot | appeal ruling | judge action,approved virginia | passing redistricting | redistricting referendum | referendum state | results virginians | state election | virginia referendum | virginia voters | voters court | voters flagrantly
Politics,Judge bars certification of Virginia redistricting results; state AG promises appeal,Grok,-0.4512,0.1,0.913,Major shift,virginia referendum | redistricting referendum | virginia voters | results virginians | approved virginia | voters court | voters flagrantly | passing redistricting | state election | referendum state,redistricting referendum | virginia judge | congressional redistricting | overturn voters | redistricting | announced appeal | virginia supreme | elections condemned | summary virginia | allowed referendum,approved virginia | passing redistricting | referendum state | results virginians | state election | virginia referendum | virginia voters | voters court | voters flagrantly
Politics,Los Angeles becomes the first major school district to require screen time limits,GPT,-1.1564,0.1,0.894,Major shift,devices students | schools screens | classroom technology | classrooms reliant | school mandated | students using | tech classrooms | classrooms children | mandated ipads | devices lunch,schools screens | screen time | time students | limit screen | screens | screen | time policy | graders younger | tablets classes | use graders,classroom technology | classrooms children | classrooms reliant | devices lunch | devices students | mandated ipads | school mandated | students using | tech classrooms
Politics,Los Angeles becomes the first major school district to require screen time limits,Gemini,-0.0876,0.2,0.8827,Major shift,devices students | schools screens | classroom technology | classrooms reliant | school mandated | students using | tech classrooms | classrooms children | mandated ipads | devices lunch,schools screens | student screen | teachers distractions | students using | use classrooms | school implement | school students | screen time | use students | educational technology,classroom technology | classrooms children | classrooms reliant | devices lunch | devices students | mandated ipads | school mandated | tech classrooms
